,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude
272,Sadduguntepalya,"8,500 - 15,500",10750,"16,000 - 18,000",16666.67,-,-,12.9309,77.6097
273,Seshadripuram,-,-,-,-,"23,000 - 75,000",60375,12.9889,77.574
274,Devarchikkanahalli,8000,8000,11500,11500,-,-,12.8834,77.6189
275,Domlur Layout,"10,000 - 20,000",15000,30000,30000,42000,42000,12.960999999999999,77.6387
276,HRBR Layout 2nd Block HRBR Layout,"13,000 - 16,000",14600,"24,400 - 25,000",24700,30000,30000,13.0198,77.6413
277,Kithaganur Colony,"6,500 - 10,000",8250,"10,000 - 20,000",13500,-,-,13.0319,77.7062
278,Magadi Road,"15,000 - 19,000",17000,21000,21000,20000,20000,0.0,0.0
279,Malleshwaram West,12000,12000,"45,000 - 50,000",47000,"35,000 - 45,000",40000,13.0055,77.5692
280,MG Road,-,-,"40,000 - 50,000",44857.14,"60,000 - 1.5 L",92200,0.0,0.0
281,Shanti Nagar,"6,000 - 1.8 L",93000,"15,000 - 32,000",23500,"30,000 - 70,000",47000,12.9578,77.5993
282,Srinivasa Nagar,"7,500 - 10,000",8950,13500,13500,-,-,12.9356,77.5548
283,Padmanabha Nagar,5000,5000,20000,20000,27000,27000,12.9156,77.5568
284,B Narayanapura,7000,7000,24900,24900,-,-,12.9925,77.6808
285,Bettahalsoor,22000,22000,22000,22000,-,-,13.1623,77.6099
286,Ganganagar,10000,10000,5000,5000,32000,32000,13.0206,77.5887
287,Kithiganur,"11,000 - 12,000",11500,12000,12000,20000,20000,13.0385,77.706
288,R.K. Hegde Nagar,"6,500 - 8,000",7250,"13,000 - 13,500",13250,28000,28000,13.0676,77.6336
289,Harohalli,4500,4500,-,-,-,-,12.8555,77.7249
290,AECS Layout,"9,500 - 10,000",9666.67,21000,21000,18000,18000,12.9629,77.7123
291,Amruthahalli,7000,7000,20000,20000,30000,30000,13.0659,77.6042
292,Ananth Nagar,-,-,-,-,17000,17000,12.8389,77.6898
293,Balagere,7000,7000,30000,30000,-,-,12.9396,77.729
294,Dasarahalli,8500,8500,14000,14000,20000,20000,13.0961,77.8353
295,Garudachar Palya,14800,14800,"19,900 - 23,200",21475,"22,400 - 27,000",25133.33,12.9878,77.7009
296,Halanayakanahalli,24000,24000,9000,9000,-,-,12.9025,77.6853
297,Kalena Agrahara,5500,5500,15000,15000,24000,24000,12.8711,77.5935
298,Sunkadakatte,"6,000 - 10,000",8166.67,8000,8000,-,-,12.9918,77.5046
299,Akshaya Vana,15000,15000,"16,000 - 17,000",16500,30000,30000,0.0,0.0
300,Attiguppe,23000,23000,21000,21000,35000,35000,12.9598,77.529
301,Babusabpalya,-,-,26500,26500,"27,000 - 37,500",32250,13.0255,77.6472
302,Baglur,-,-,15000,15000,-,-,13.1513,77.6688
303,Budigere Road,-,-,14000,14000,-,-,0.0,0.0
304,Ganga Nagar,"5,000 - 6,000",5500,14000,14000,35000,35000,13.0206,77.5887
305,judicial layout,6500,6500,"7,500 - 21,000",14500,-,-,13.0778,77.587
306,Laggere,8000,8000,-,-,25000,25000,13.0098,77.5254
307,Madanayakahalli,4000,4000,-,-,-,-,13.061,77.4614
308,Manyata Tech Park Nagawara,-,-,22000,22000,30000,30000,13.0428,77.6191
309,Maruthi Sevanagar,6500,6500,"9,000 - 22,000",16166.67,-,-,13.0019,77.6322
310,Nagasandra,5000,5000,8000,8000,-,-,13.0395,77.5
311,Virupakshapura,65000,65000,"9,500 - 11,000",10250,-,-,13.0625,77.5706
312,Magadi,6500,6500,7000,7000,-,-,0.0,0.0
313,banashankari 6th stage,-,-,10500,10500,20000,20000,12.8826,77.5089
314,Chikka Banaswadi,11000,11000,17000,17000,20000,20000,13.005999999999998,77.6469
315,Gnana bharathi,"8,500 - 13,000",10750,85000,85000,26000,26000,12.9421,77.5059
316,Gudighattanahalli,-,-,-,-,20000,20000,12.8616,77.811
317,Hanumanthanagar Bangalore,10000,10000,"13,000 - 20,000",16000,30000,30000,12.9425,77.5626
318,Hutchins Road,-,-,35000,35000,"50,000 - 65,000",57500,0.0,0.0
319,KIADB Export Promotion Industrial Area,7000,7000,-,-,-,-,12.9819,77.7252
320,Pragathi Nagar,6000,6000,13000,13000,21000,21000,12.8656,77.6565
321,Saraswathi Nagar,17000,17000,23000,23000,45000,45000,12.9718,77.5297
322,Soundarya Layout,5000,5000,"8,000 - 10,000",9000,12000,12000,13.0654,77.4948
323,Yelenahalli,8500,8500,12000,12000,-,-,12.8594,77.6149
324,Panduranga Nagar,"18,000 - 20,000",19000,"15,000 - 30,000",22500,-,-,12.8961,77.5963
325,Hesaraghatta,-,-,"7,000 - 20,000",13500,-,-,13.15,77.49
326,Banashankari Stage III,8000,8000,"12,000 - 16,000",14000,"22,000 - 36,000",29000,12.9345,77.5435
327,bannerghatta road,-,-,15500,15500,-,-,0.0,0.0
328,Bidare Agraha,10000,10000,"11,500 - 12,000",11750,15000,15000,13.0329,77.7448
329,DLF Newtown,10000,10000,"11,000 - 25,000",19500,"25,000 - 26,000",25666.67,12.8746,77.6214
330,Doddaballapura,"10,000 - 27,000",18500,"8,000 - 15,000",11500,-,-,13.2957,77.5364
331,Doddakannelli,-,-,23000,23000,-,-,12.9063,77.6985
332,HBR layout 5th Block,9500,9500,15500,15500,-,-,13.0367,77.6294
333,Kadugondanahalli,"5,000 - 7,000",6000,18000,18000,-,-,13.0187,77.6186
334,Kaikondrahalli,16500,16500,"16,000 - 18,000",17000,"27,000 - 34,000",30333.33,12.9138,77.685
335,Karthik Nagar,8000,8000,"16,800 - 29,900",21380,-,-,12.9703,77.7006
336,Kasturi Nagar Road,"7,200 - 16,000",11720,"13,000 - 20,500",16166.67,32000,32000,0.0,0.0
337,Manayata Tech Park,-,-,25000,25000,-,-,13.0448,77.6221
338,Poornapragna Housing Society Layout,-,-,-,-,14500,14500,12.9064,77.5347
339,Varanasi,"11,000 - 12,000",11500,"13,000 - 16,000",14500,-,-,13.0257,77.6894
340,5th Phase,11000,11000,13000,13000,-,-,12.9001,77.5884
341,Annapurneshwari Nagar,"5,000 - 8,000",6500,"16,000 - 25,000",21000,-,-,12.9703,77.4943
342,BSK 3rd Stage,8000,8000,"14,000 - 15,000",14625,-,-,12.9345,77.5435
343,Bull Temple Road,"8,000 - 11,000",9500,-,-,-,-,0.0,0.0
344,Indiranagar,20000,20000,"20,000 - 45,000",32500,"70,000 - 80,000",75000,12.9784,77.6408
345,Kamala Nagar,5000,5000,-,-,-,-,12.9993,77.5285
346,Kannahalli,14000,14000,-,-,40000,40000,12.9633,77.4559
347,Kaveri Nagar,"8,000 - 9,500",8750,-,-,-,-,13.015999999999998,77.5232
348,Moodalapalya,"6,500 - 18,000",12250,"11,000 - 20,000",15500,-,-,12.9722,77.5234
349,Spice Garden Layout,8500,8500,18000,18000,-,-,12.958,77.7089
350,Thyagarajanagar,9000,9000,21000,21000,30000,30000,12.9312,77.5671
351,Akshayanagara East,"10,000 - 16,000",13000,14500,14500,18000,18000,12.8688,77.6185
352,Binnipete,18000,18000,"30,000 - 55,000",40000,-,-,12.9758,77.5602
353,Chikkakannalli,"19,000 - 20,000",19500,"19,000 - 24,000",20666.67,"22,000 - 23,000",22500,12.8942,77.7053
354,DrVishnuvardhan Road,12000,12000,-,-,-,-,0.0,0.0
355,ecc road whitefield bangalore east,-,-,"30,000 - 35,000",32500,33000,33000,0.0,0.0
356,HRBR Layout 3rd Block Bangalore,-,-,"23,000 - 27,000",25000,30000,30000,13.0249,77.6343
357,Kodihalli,25000,25000,"17,000 - 50,000",39000,50000,50000,12.9654,77.6493
358,Muneshwara Nagar,24000,24000,"10,500 - 14,000",12250,-,-,12.8963,77.6422
359,NGEF Layout Sadanandanagar,11000,11000,"9,200 - 21,500",16900,20000,20000,12.9954,77.6588
360,Off Bannerghatta Road,-,-,-,-,12000,12000,0.0,0.0
361,Old Airport Road,16500,16500,-,-,-,-,0.0,0.0
362,Richards Park,-,-,"28,000 - 40,000",32666.67,"47,000 - 1 L",67400,13.0041,77.617
363,Sampigehalli,12000,12000,"20,000 - 30,000",25000,30000,30000,13.0804,77.6208
364,Sector 7 HSR Layout,16000,16000,23000,23000,-,-,12.9084,77.635
365,Yemlur,13000,13000,"17,000 - 19,000",17666.67,-,-,12.9446,77.6837
366,Yerrappanahalli,5000,5000,-,-,-,-,13.0865,77.6862
367,Abbigere main road,-,-,12000,12000,-,-,0.0,0.0
368,Anagalapura,18000,18000,15000,15000,-,-,13.0697,77.6727
369,Ayyappa Nagar Main,12000,12000,15000,15000,-,-,0.0,0.0
370,BEML Layout,-,-,"19,900 - 20,000",19912.5,-,-,12.9596,77.7173
371,Bohra Layout,6500,6500,14000,14000,25000,25000,12.8564,77.5907
372,Chelekare,9000,9000,22222,22222,"23,000 - 49,000",39250,13.0254,77.6443
373,Dodda Banaswadi,22000,22000,16500,16500,-,-,13.0159,77.6529
374,Ferns City,-,-,17500,17500,-,-,0.0,0.0
375,Hegganahalli,"8,000 - 19,000",14000,10000,10000,-,-,13.0064,77.5171
376,Hennur Bagalur Road,-,-,19000,19000,-,-,0.0,0.0
377,Himagiri Meadows,16000,16000,"14,000 - 20,000",16600,19200,19200,12.8616,77.5931
378,ISRO Layout,-,-,1.8 L,180000,-,-,12.8985,77.5591
379,ITPL Main Road Prithvi Layou,5000,5000,-,-,-,-,0.0,0.0
380,Jayamahal,-,-,"25,000 - 35,000",30000,"55,000 - 85,000",68333.33,12.9999,77.5951
381,Kadabagere,4000,4000,-,-,15000,15000,12.9969,77.4331
382,Lal Bahadur Shastri Nagar,7000,7000,-,-,14000,14000,12.857000000000001,77.5622
383,Marathahalli Sarjapur Outer Ring Road,12500,12500,-,-,-,-,0.0,0.0
384,Phase 2,25000,25000,"16,000 - 20,000",18000,13000,13000,12.8441,77.6794
385,Richmond Road,-,-,"37,000 - 45,000",40666.67,"55,000 - 95,000",71625,12.9634,77.6035
386,Siddapura,8700,8700,16500,16500,-,-,12.9567,77.734
387,Yelahanka Satellite Town,11200,11200,"8,500 - 22,000",15250,-,-,13.1042,77.5713
388,JP Nagar Phase 2,-,-,"18,000 - 23,000",20500,40000,40000,0.0,0.0
389,7th Block Jayanagar,20000,20000,32000,32000,"28,000 - 35,000",31500,12.927,77.5766
390,AECS Layout A Block Singasandra,"9,500 - 10,000",9750,-,-,18000,18000,12.880999999999998,77.6522
391,Anjanapura Township,17000,17000,4500,4500,-,-,0.0,0.0
392,Bikasipura,-,-,15000,15000,-,-,12.8921,77.5596
393,Channasandra Main,-,-,-,-,45000,45000,0.0,0.0
394,Cox Town,17000,17000,23000,23000,"35,000 - 50,000",39800,12.9966,77.6303
395,Garudacharpalya,-,-,"19,900 - 23,500",22337.5,-,-,12.9878,77.7009
396,GREEN GLENN LAYOUT,-,-,21000,21000,-,-,12.927,77.6694
397,HSR LAYOUT 2ND SECTOR,"11,000 - 18,000",14500,22000,22000,34000,34000,12.908,77.6516
398,Koramangala 4th Block,-,-,20000,20000,"54,000 - 85,000",69500,12.9315,77.63
399,Rahmath Nagar,21000,21000,12500,12500,8000,8000,13.0187,77.5942
400,Raj Mahal Vilas 2nd Stage,18000,18000,13500,13500,-,-,13.0347,77.5727
401,Richards Town,-,-,-,-,"37,000 - 80,000",56400,13.0063,77.6149
402,T Dasarahalli,5000,5000,8000,8000,-,-,13.0508,77.5154
403,Thattanahalli,9000,9000,"7,000 - 10,000",7928.57,-,-,0.0,0.0
404,Tirumanahalli,-,-,"22,000 - 35,000",29300,"32,000 - 80,000",56000,13.0904,77.6278
405,Varadharaja Nagar,7500,7500,9500,9500,-,-,13.0796,77.5383
406,Vidyapeeta Circle,"3,500 - 12,000",7750,"10,000 - 18,500",1483.33,25000,25000,12.9334,77.5609
407,Wilson Garden,8000,8000,"25,000 - 26,000",25333.33,-,-,12.9482,77.5972
408,5th Phase JP Nagar,13500,13500,"13,000 - 18,000",15500,-,-,12.9001,77.5884
409,Agrahara Layout,6500,6500,"15,000 - 19,000",17500,15000,15000,13.0968,77.6258
410,AGS Layout,-,-,10000,10000,-,-,12.9162,77.5408
411,Bagalakunte,11500,11500,9000,9000,-,-,13.0527,77.4955
412,Banashankari 5th stage,-,-,20000,20000,-,-,12.8982,77.5541
413,Bangalore Mysore Highway,-,-,-,-,14000,14000,0.0,0.0
414,Channasandra Layout,-,-,16200,16200,-,-,12.8991,77.52199999999999
415,Cunningham Road,30000,30000,"42,000 - 50,000",45000,70000,70000,0.0,0.0
416,Dasanapura,4500,4500,-,-,-,-,13.065,77.4316
417,GB Palya,"7,500 - 11,000",9250,11000,11000,-,-,12.8944,77.6368
418,Maruthi Nagar,9000,9000,11000,11000,-,-,12.925,77.6128
419,Muneshwara Block,"5,500 - 8,500",7000,"12,500 - 16,000",14250,21000,21000,12.9445,77.5483
420,Singasandra AECS B Block,9000,9000,"15,000 - 20,000",17000,-,-,12.8822,77.6397
421,Thyvakanahally,-,-,15000,15000,30000,30000,12.8318,77.7767
422,Victoria Layout,28000,28000,28000,28000,-,-,12.9668,77.6149
423,1st Block Koramangala,14000,14000,-,-,-,-,12.9265,77.6362
424,2nd Block HRBR Layout Bangalore,"12,900 - 15,000",13950,16500,16500,23000,23000,13.0198,77.6413
425,Anchepalya,-,-,8000,8000,-,-,13.0577,77.4804
426,Bangalore,-,-,-,-,25000,25000,12.9716,77.5946
427,Basaveshwaranagar,8000,8000,22000,22000,-,-,12.988,77.5375
428,Bukkasagara,-,-,-,-,35000,35000,12.7732,77.6107
429,Challaghatta,-,-,"33,000 - 47,000",37666.67,36000,36000,12.9506,77.6445
430,Chandra Layout Extension,"5,000 - 35,000",20000,"14,500 - 15,500",15166.67,30000,30000,12.9545,77.5228
431,gubbalala,6000,6000,-,-,-,-,12.8871,77.5433
432,HAL,16000,16000,12000,12000,-,-,12.9552,77.6646
433,Hosa Road Electronic City,6000,6000,8500,8500,-,-,12.8706,77.6558
434,K Narayanpura,-,-,"18,000 - 19,000",18500,18000,18000,13.0629,77.645
435,Malleshpalya Maruthi Nagar,22000,22000,17000,17000,35000,35000,12.9757,77.6769
436,Neelasandra,"8,000 - 13,000",10500,"7,500 - 16,000",11750,-,-,12.955,77.6142
437,Nice Ring Road,"12,500 - 17,000",14000,-,-,-,-,0.0,0.0
438,Sector 3 HSR Layout,"14,000 - 22,000",18666.67,"18,000 - 30,000",24000,-,-,12.908,77.641
439,Srirampuram,13000,13000,9000,9000,-,-,12.9948,77.5664
440,Tata Nagar,-,-,15000,15000,-,-,13.0551,77.572
441,1st Block Jayanagar,-,-,20000,20000,"28,000 - 35,000",31500,12.9392,77.5895
442,3rd Block HBR Layout,-,-,"16,000 - 20,000",18000,"8,000 - 18,500",13250,13.0284,77.6269
443,8th Block Jayanagar,-,-,-,-,40000,40000,12.9198,77.5777
444,8th Phase JP Nagar,-,-,-,-,27000,27000,12.8741,77.5792
445,Allalasandra,18000,18000,"9,000 - 16,000",12750,-,-,13.0842,77.5892
446,Andrahalli,10000,10000,16000,16000,-,-,13.0097,77.4784
447,Ashraya Layout,"12,900 - 13,900",13566.67,"16,500 - 17,000",16760,-,-,12.9845,77.7059
448,B Channasandra Kasturi Nagar,"8,700 - 10,000",9280,13000,13000,28500,28500,13.0085,77.6608
449,Balaji Gardens Layout,13000,13000,"11,000 - 25,000",17800,-,-,12.8557,77.5949
450,Chikkadunnasandra,-,-,"12,000 - 15,000",13500,15000,15000,12.8631,77.7628
451,Choodasandra Road,8500,8500,11000,11000,-,-,0.0,0.0
452,Classic Paradise Layout,"10,000 - 15,000",11833.33,11000,11000,-,-,0.0,0.0
453,Doddabommasandra,"6,000 - 10,000",8000,15000,15000,23000,23000,13.0605,77.562
454,Eastwood Township,20000,20000,-,-,-,-,0.0,0.0
455,Ferns Paradise,"7,000 - 14,000",10500,14000,14000,-,-,0.0,0.0
456,Hallehalli,-,-,-,-,24000,24000,13.0347,77.7042
457,HBR Layout 4th Block,-,-,18000,18000,"30,000 - 33,000",31500,13.0308,77.6334
458,hsr,"10,000 - 16,000",13000,"17,000 - 19,000",18000,35000,35000,12.9121,77.6446
459,Jayamahal Extension,"8,000 - 9,000",8500,16000,16000,40000,40000,13.002,77.5956
460,Lingarajapuram,-,-,-,-,30000,30000,13.013,77.6262
461,Mico Layout,5500,5500,"18,000 - 18,500",18250,-,-,12.9128,77.6043
462,Mysore road Bangalore,-,-,17000,17000,-,-,12.9716,77.5946
463,Nyanappana Halli,9500,9500,12500,12500,-,-,12.8799,77.6157
464,Rachenahalli,12000,12000,-,-,45000,45000,13.0615,77.6164
465,Ramanashree California Gardens Layout,-,-,-,-,16000,16000,0.0,0.0
466,RS Gardens,-,-,"10,000 - 22,000",16166.67,-,-,12.8202,77.6918
467,Sadananda Nagar,12000,12000,"22,500 - 28,000",26166.67,"18,500 - 23,000",20750,12.9966,77.658
468,Sector 1 HSR Layout,18000,18000,28000,28000,-,-,12.8981,77.6448
469,Vakil Garden City,-,-,12000,12000,-,-,0.0,0.0
470,Varthur Road,-,-,"15,000 - 26,000",20500,-,-,0.0,0.0
471,Vijaya Bank Layout,-,-,20000,20000,30000,30000,12.8902,77.6092
472,Visthar,-,-,"25,000 - 26,000",25500,-,-,0.0,0.0
473,1st block Kalyan Nagar,16000,16000,"24,000 - 29,000",27000,35000,35000,13.0286,77.6393
474,9th Block Jayanagar,12000,12000,-,-,28000,28000,12.9205,77.592
475,Armane Nagar,13000,13000,"58,000 - 75,000",66500,55000,55000,13.0145,77.5839
476,Attur Layout,-,-,14000,14000,-,-,13.107000000000001,77.5663
477,BEML Cooperative Society Layout,9000,9000,8000,8000,23000,23000,0.0,0.0
478,Bidaraguppe,-,-,11500,11500,"12,000 - 13,000",12500,12.8062,77.7844
479,Bileshivale,-,-,15000,15000,-,-,13.0584,77.6698
480,Chikkanagamangala,13000,13000,25000,25000,20000,20000,12.8601,77.6959
481,CV Raman Nagar Kaggadasapura,-,-,19500,19500,-,-,12.9806,77.6792
482,Gundappa Layout,7500,7500,11000,11000,-,-,12.8546,77.587
483,Harlur Main Road,-,-,-,-,50000,50000,0.0,0.0
484,Hulimangala Road,10800,10800,-,-,-,-,0.0,0.0
485,Huskur,15000,15000,22000,22000,-,-,12.8581,77.7066
486,Indiranagar HAL 2nd Stage,20000,20000,"24,000 - 1 L",50333.33,-,-,12.9673,77.6433
487,Madhura Nagar,7000,7000,"10,000 - 11,000",10500,-,-,12.9398,77.7607
488,Maithri Layout,18000,18000,-,-,-,-,12.9906,77.7581
489,Maruthi Layout,"10,000 - 12,750",11375,15000,15000,-,-,12.8909,77.6235
490,munnekollala,"5,500 - 12,000",8750,-,-,-,-,12.9569,77.7011
491,Prakruthi Township,9500,9500,"13,000 - 17,500",15250,-,-,13.0314,77.6515
492,Reliaable Tranquil Layout,22000,22000,"12,000 - 22,000",17000,-,-,0.0,0.0
493,Royal County Phase 1,"10,000 - 20,000",15000,"14,000 - 15,000",14500,-,-,12.8605,77.5777
494,RPC layout,21000,21000,22000,22000,-,-,12.9628,77.5379
495,Vidyapeeta,-,-,-,-,18500,18500,12.9334,77.5609
496,Vittasandra,"4,500 - 28,000",19166.67,"8,500 - 11,000",9750,-,-,12.8567,77.6359
497,Yelachenahalli,-,-,19000,19000,-,-,12.9004,77.5712
498,Yemalur,13000,13000,"15,000 - 22,000",18500,-,-,12.9446,77.6837
499,Gauribidanur,-,-,19000,19000,-,-,0.0,0.0
500,5th Block,-,-,"18,000 - 26,000",22000,"25,000 - 35,000",30000,12.9352,77.62
501,Amrita Nagar,12000,12000,"12,500 - 18,000",16166.67,21430,21430,12.8928,77.6787
502,Arekere,-,-,15000,15000,13500,13500,12.8874,77.5969
503,Basapura Main Road,-,-,13000,13000,"5,000 - 21,000",13000,0.0,0.0
504,Belathur,9500,9500,14000,14000,20000,20000,13.0072,77.7524
505,Bharat Nagar,-,-,14000,14000,-,-,12.9783,77.4778
506,Bhuvaneswari Nagar,20000,20000,-,-,-,-,13.0545,77.6036
507,BTS Layout,10000,10000,-,-,-,-,12.8878,77.6064
508,Chikkasanne,-,-,20000,20000,70000,70000,0.0,0.0
509,Dattatreya Nagar,16000,16000,-,-,26000,26000,12.9265,77.5404
510,Deepanjali Nagar,6500,6500,"24,900 - 25,000",24950,24900,24900,12.9526,77.5293
511,Doddanagamangala,5000,5000,10000,10000,-,-,12.8558,77.6741
512,Dwarakanagar,-,-,20200,20200,-,-,12.9017,77.5248
513,Gulimangala,7500,7500,"11,000 - 12,000",11500,-,-,12.845,77.6966
514,hebbagodi,13000,13000,-,-,-,-,12.8257,77.678
515,Hoysala Nagar,-,-,16000,16000,-,-,13.0173,77.6665
516,Indira Nagar 2nd Stage,11500,11500,25000,25000,-,-,12.9784,77.6408
517,Ittamadu,11500,11500,-,-,-,-,12.9227,77.5453
518,Jalahalli East,5500,5500,-,-,-,-,13.0699,77.5449
519,Jyotipuram,20000,20000,26000,26000,15000,15000,12.8672,77.5404
520,Kanak nagar,7000,7000,-,-,-,-,13.0342,77.6064
521,Kengeri Hobli,5000,5000,13000,13000,-,-,12.9018,77.4537
522,KHBS Layout,15000,15000,"9,000 - 22,000",13750,-,-,12.999,77.5369
523,Kodipur,-,-,15000,15000,"25,000 - 33,000",29000,12.9091,77.5318
524,Kogilu Road Near Yelahanka,-,-,23500,23500,20000,20000,0.0,0.0
525,koramangla 1st block,"13,000 - 14,500",13750,35000,35000,1.7 L,175000,12.9265,77.6362
526,Lavelle Road,-,-,"55,000 - 86,000",70500,65000,65000,0.0,0.0
527,LHR Layout,10000,10000,-,-,-,-,12.852,77.67399999999999
528,Malathalli Road,14000,14000,24000,24000,-,-,0.0,0.0
529,Mallasandra,-,-,12000,12000,-,-,13.0607,77.5118
530,Mangammanapalya,9000,9000,-,-,-,-,12.9027,77.635
531,Munnireddy Layout,15000,15000,22000,22000,40000,40000,12.9419,77.7016
532,NR Colony,10000,10000,"12,000 - 14,000",13000,-,-,12.937000000000001,77.5684
533,Postal Colony,70000,70000,19000,19000,-,-,13.036,77.5781
534,Raghavendra Colony,12500,12500,24900,24900,-,-,12.9551,77.5641
535,RT Nagar HMT Layout,10000,10000,"18,000 - 20,000",19000,-,-,13.0285,77.5923
536,Sarvobhogam Nagar,18000,18000,"17,500 - 27,500",22500,-,-,12.889000000000001,77.5985
537,Shantiniketan Layout,14000,14000,16000,16000,-,-,12.8822,77.6042
538,Sultan Palaya,10000,10000,-,-,-,-,13.0263,77.6029
539,Thanisandra Road,-,-,17500,17500,-,-,0.0,0.0
540,Vakil Whispering Woods,-,-,"10,000 - 11,500",10750,-,-,0.0,0.0
541,Veerasagara,-,-,15000,15000,-,-,13.1044,77.5458
542,Vidya Vikas School Road,"17,500 - 18,500",18000,-,-,-,-,0.0,0.0
543,West Of Chord Road 1st Stage,17000,17000,25000,25000,-,-,12.9912,77.5362
544,5th Sector HSR Layout,12500,12500,25000,25000,-,-,12.9207,77.6298
545,8th Block Koramangala,-,-,24000,24000,70000,70000,12.9415,77.6178
546,A K Gopalan Colony,-,-,-,-,30000,30000,12.9818,77.7606
547,Agrahara,-,-,12000,12000,-,-,13.0766,77.6158
548,Akshaya Gardens,-,-,15000,15000,35000,35000,0.0,0.0
549,Amruthnagar,9500,9500,11500,11500,"16,000 - 19,000",17500,13.0585,77.597
550,Banswadi,10000,10000,-,-,35000,35000,13.0104,77.6482
551,Bhyraveshwara Nagar,-,-,9000,9000,-,-,12.9629,77.5197
552,Byrasandra,16000,16000,16000,16000,28000,28000,12.9805,77.6673
553,CHBS Layout,5900,5900,16000,16000,-,-,12.9736,77.5369
554,Cheemasandra,-,-,15000,15000,-,-,13.046,77.7217
555,Coffee Board Layout,7500,7500,15000,15000,"20,000 - 29,000",24500,13.0505,77.6071
556,Coles Road,-,-,30000,30000,"45,000 - 65,000",51666.67,0.0,0.0
557,Gandhi Nagar,-,-,30000,30000,-,-,12.9792,77.577
558,hal 3rd stage,14500,14500,23000,23000,-,-,12.9683,77.6503
559,Hongasandra Road,"8,250 - 8,500",8375,16000,16000,-,-,0.0,0.0
560,Hulimangala,4000,4000,-,-,-,-,12.8182,77.6379
561,"Industrial Area,Stage 1",-,-,"29,000 - 32,000",30600,-,-,13.037,77.5326
562,Jaibharath Nagar Bangalore,-,-,19000,19000,-,-,0.0,0.0
563,Jayanagara 2nd Block,-,-,40000,40000,-,-,12.9398,77.5834
564,Jnanabharathi BDA Layout Bangalore,-,-,-,-,21000,21000,12.947000000000001,77.4888
565,Kacharakanahalli,18000,18000,-,-,-,-,13.0156,77.6321
566,Kodipalya,-,-,11000,11000,15000,15000,12.8985,77.4907
567,Koramangala 3 Block,19000,19000,35000,35000,-,-,12.9278,77.6264
568,M V Extenstion,-,-,16000,16000,21000,21000,13.0709,77.7911
569,Magnolia Enclave Road,"8,000 - 10,000",9000,18000,18000,25000,25000,0.0,0.0
570,Mailasandra,-,-,25000,25000,-,-,12.9178,77.4943
571,Mavalli,33000,33000,17000,17000,-,-,12.9498,77.5898
572,Millers Road,"9,000 - 13,000",11000,16000,16000,"55,000 - 1.3 L",95000,0.0,0.0
573,Mullur,10000,10000,-,-,-,-,12.9053,77.7245
574,Nagapura,15000,15000,16000,16000,35000,35000,13.0021,77.5443
575,Nallurhalli,-,-,"26,000 - 35,000",30500,"20,000 - 37,800",31266.67,12.9705,77.7329
576,Nanja Reddy Colony,10000,10000,28000,28000,13000,13000,0.0,0.0
577,Narayana Reddy Layout Bangalore,9000,9000,24000,24000,-,-,12.8503,77.6717
578,Off Harlur Road,-,-,23500,23500,-,-,0.0,0.0
579,Omkar Nagar,-,-,"12,000 - 30,000",22250,32000,32000,12.8817,77.5927
580,P&T Colony,-,-,15000,15000,37000,37000,0.0,0.0
581,Patel Hanumareddy Colony,"9,000 - 15,000",12000,20000,20000,-,-,12.832,77.6683
582,Prestige Tranquility,-,-,-,-,25000,25000,13.064,77.7434
583,raghuvanahalli,-,-,12000,12000,-,-,12.8779,77.5426
584,Raysandara,"8,500 - 12,000",10250,8000,8000,-,-,12.8623,77.6752
585,Rustam bagh Layout,-,-,-,-,"8,000 - 41,000",26333.33,12.9546,77.649
586,Sathnur Village,7500,7500,-,-,-,-,13.1283,77.6319
587,singapura,15000,15000,18000,18000,-,-,13.0747,77.5377
588,Sinthan Nagar,22000,22000,27000,27000,18000,18000,13.0505,77.6304
589,Sivanchetti Gardens,"17,000 - 18,000",17500,18000,18000,-,-,12.9809,77.6155
590,Sorahunase,7800,7800,-,-,-,-,12.9474,77.7544
591,South Avenue,-,-,"10,000 - 18,000",14000,-,-,12.8579,77.5834
592,Srirampura,13000,13000,15999,15999,-,-,12.9948,77.5664
593,T C Palya Main Road,-,-,18000,18000,-,-,0.0,0.0
594,Thavarekere Road,13500,13500,-,-,-,-,0.0,0.0
595,thirumenahalli,-,-,-,-,19000,19000,13.0904,77.6278
596,Thubarahalli,18000,18000,19000,19000,-,-,12.952,77.7209
597,Tunganagara,15000,15000,30000,30000,-,-,12.988,77.4853
598,Ullal Uppanagar,7000,7000,12000,12000,-,-,12.96,77.476
599,Venkateswara Layout,13000,13000,20000,20000,-,-,12.8842,77.6499
600,Venugopal Reddy Layout,15000,15000,19000,19000,-,-,12.8862,77.5999
601,Vidya Nagar Cross Road,-,-,13000,13000,-,-,0.0,0.0
602,Vishwapriya Nagar,-,-,11500,11500,23000,23000,12.8812,77.6278
603,Vyalikaval,-,-,25000,25000,-,-,13.004000000000001,77.5756
604,Yadavanahalli,-,-,10000,10000,-,-,12.7897,77.7524
605,Jeevan Bima Nagar,-,-,25000,25000,-,-,12.9642,77.6581
606,Bennigana Halli,"11,500 - 23,000",17250,-,-,23000,23000,12.9967,77.654
