,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude
620,Anandnagar,-,-,-,-,60000,60000,13.0313,77.5913
621,ANNASANDRAPALYA HAL,-,-,13000,13000,-,-,12.9648,77.6744
622,Ashirvad Colony,11000,11000,-,-,-,-,13.0274,77.6588
623,Austin Town,-,-,33000,33000,-,-,12.9588,77.616
624,Banashankari Temple Ward,6000,6000,10000,10000,-,-,12.9125,77.5714
625,Basavanagar,-,-,-,-,"16,000 - 17,500",16750,12.9671,77.6808
626,Basavanagara,-,-,-,-,35000,35000,12.9671,77.6808
627,BEL Circle,-,-,28000,28000,-,-,13.044,77.5571
628,Best County 2,-,-,"10,000 - 14,400",12200,-,-,13.0923,77.5444
629,Bettadasapura,6500,6500,16000,16000,-,-,12.8416,77.6327
630,Bharath Nagar,-,-,-,-,"35,000 - 40,000",37500,12.9783,77.4778
631,Bharathi Layout,14500,14500,-,-,-,-,12.9281,77.6072
632,Bhuvaneshwari Nagar,-,-,20000,20000,-,-,13.0545,77.6036
633,Block A Sahakar Nagar,-,-,23000,23000,-,-,13.0628,77.5781
634,Cambridge Layout,-,-,40000,40000,-,-,12.9726,77.6253
635,Cambridge Road,-,-,36000,36000,55000,55000,12.9726,77.6253
636,Cashier Layout,"9,200 - 13,000",11100,-,-,-,-,12.9247,77.6102
637,Chamundi Nagar,2000,2000,-,-,-,-,13.0317,77.5999
638,Chickpete,12000,12000,-,-,-,-,12.9709,77.5763
639,Coconut Grove Layout,14000,14000,-,-,24000,24000,13.0274,77.6558
640,Cooke Town,14000,14000,-,-,45000,45000,13.0032,77.6228
641,Dasappa Layout,-,-,16000,16000,-,-,13.0136,77.6712
642,Defence Colony,-,-,-,-,2.5 L,250000,12.9766,77.6436
643,Dhanalakshmi Layout,10000,10000,35000,35000,-,-,13.0658,77.5727
644,Doddajala,-,-,12500,12500,-,-,13.1821,77.6529
645,Doddakallasandra,6800,6800,-,-,-,-,12.8807,77.5576
646,Dodsworth Layout,-,-,-,-,"35,000 - 47,400",41200,12.9729,77.7438
647,Dollar Scheme Colony,"9,800 - 10,700",10250,-,-,-,-,12.9182,77.6185
648,Dwarka Nagar,-,-,16000,16000,-,-,13.1225,77.6207
649,Electronic City Doddathoguru,10250,10250,14500,14500,-,-,12.8479,77.6528
650,Electronic City Neeladri Nagar,-,-,13500,13500,20000,20000,12.8391,77.6472
651,Embassy Golf Links Business Park,-,-,-,-,75000,75000,12.9513,77.6465
652,Esther Enclave Layout,11000,11000,-,-,18000,18000,13.0269,77.6683
653,Ganapathipura,-,-,14200,14200,16000,16000,12.8911,77.5691
654,Ganapathy Nagar,14000,14000,14000,14000,-,-,13.0211,77.5118
655,Gandhipuram,9000,9000,-,-,28000,28000,12.9714,77.7559
656,Gangondanahalli,-,-,9000,9000,-,-,13.0204,77.4673
657,Gowda Muniswamy Garden,-,-,"19,000 - 24,000",21500,-,-,12.9468,77.6257
658,Hanumaiah Layout,17000,17000,-,-,-,-,13.1023,77.5602
659,Hennur Gardens,10000,10000,-,-,33000,33000,13.0359,77.6431
660,High Grounds,30000,30000,-,-,-,-,12.9872,77.5842
661,hongasandra bangalore,"9,000 - 10,000",9500,-,-,-,-,12.8946,77.6258
662,Hosakerehalli Layout,6500,6500,-,-,-,-,12.9343,77.5426
663,Indra Nagar,-,-,34000,34000,-,-,12.9784,77.6408
664,Industrial Area,-,-,30000,30000,35000,35000,12.9911,77.7094
665,J C Nagar,-,-,16000,16000,-,-,13.0082,77.5949
666,Jakkasandra,10000,10000,-,-,-,-,12.9234,77.6386
667,Jakkuru Layout,-,-,16500,16500,-,-,13.0711,77.5999
668,Javarandoddi,-,-,12400,12400,-,-,12.9311,77.5204
669,JAYANAGAR 2ND BLOCK,-,-,"14,000 - 17,000",15500,-,-,12.9398,77.5834
670,Jedara Halli,-,-,25000,25000,-,-,12.9816,77.5501
671,John Nagar,15200,15200,40000,40000,-,-,12.931,77.62
672,JP Nagar Dollars Colony,-,-,-,-,40000,40000,12.9043,77.5985
673,Judiciary Layout,-,-,16000,16000,-,-,13.0778,77.587
674,Kachamaranahalli,-,-,21000,21000,-,-,12.9122,77.7334
675,Kadugodi Plantation,5000,5000,-,-,-,-,12.9931,77.7516
676,Kalidasa Layout,10000,10000,14000,14000,-,-,12.9485,77.5516
677,Kanmanike,-,-,12000,12000,-,-,12.8641,77.4336
678,Karuna Nagar,-,-,-,-,"23,000 - 26,000",24500,12.8435,77.65
679,KEB Layout,8000,8000,21000,21000,-,-,13.0308,77.5799
680,Kumara Park East,-,-,-,-,55000,55000,12.9913,77.5813
681,Kumbena Agrahara,-,-,-,-,21500,21500,13.0013,77.7466
682,Kvalasanahalli,-,-,14000,14000,-,-,13.0601,77.658
683,Langford Gardens,22000,22000,-,-,-,-,12.9638,77.5985
684,Madagondanahalli,-,-,18800,18800,20000,20000,12.8248,77.6579
685,Manjunath Layout,-,-,24000,24000,-,-,12.8909,77.591
686,Manjunatha Layout Munnekollal,-,-,"16,900 - 17,000",16950,-,-,12.9491,77.713
687,Manorayanapalya,6000,6000,-,-,-,-,13.0302,77.6041
688,Markandhaiha Nagar,-,-,23000,23000,-,-,13.0995,77.6309
689,Maruthi Extension,-,-,15000,15000,-,-,12.9982,77.5622
690,Maruthi Nagar Madivala,-,-,15000,15000,-,-,12.925,77.6128
691,Munneshwara Layout,-,-,23200,23200,32200,32200,13.0374,77.7323
692,Nagarabhavi NGEF Layout,-,-,18000,18000,-,-,12.9588,77.5089
693,Nagarathnamma Layout,18000,18000,-,-,25000,25000,13.0032,77.7576
694,Nagareshwara Nagenahalli,8500,8500,-,-,32500,32500,13.0739,77.6393
695,Nagavara Village,-,-,12000,12000,-,-,13.0422,77.6136
696,Nanjamba Agrahara,10000,10000,-,-,-,-,12.9535,77.5598
697,NGEF layout,17000,17000,18000,18000,-,-,12.9588,77.5089
698,Nimbekaipura,-,-,-,-,20000,20000,13.0581,77.7561
699,Nobo Nagar,7500,7500,-,-,-,-,12.8681,77.596
700,Nrupathunga Nagar,7500,7500,-,-,-,-,12.883,77.5845
701,Palanahalli,6000,6000,-,-,-,-,13.1142,77.6099
702,Panchasheel Nagar,12000,12000,8500,8500,-,-,12.9756,77.5197
703,Paradise Colony,14000,14000,17000,17000,-,-,12.8955,77.587
704,Pavamanapura,8500,8500,-,-,-,-,12.8727,77.5171
705,Peace Layout,-,-,22000,22000,-,-,13.014,77.6302
706,PF Layout,-,-,10000,10000,-,-,12.9678,77.534
707,pillanna garden,-,-,20000,20000,-,-,13.01,77.6185
708,Prakash Layout,-,-,20000,20000,25000,25000,12.9397,77.7513
709,Prakruthi Layout,11000,11000,-,-,-,-,13.039,77.6328
710,Punyabhoomi Layout,8000,8000,23000,23000,-,-,13.0307,77.6733
711,Rajiv Nagar,-,-,16000,16000,-,-,12.8853,77.6731
712,Ramagundana Halli,-,-,21000,21000,-,-,12.9558,77.7409
713,Ramaswamy palya,-,-,13000,13000,-,-,13.0087,77.6341
714,RK Hegde Nagar Bangalore,5000,5000,10000,10000,-,-,13.0676,77.6336
715,Royal Meridian Layout,7500,7500,-,-,-,-,12.887,77.6225
716,Sahakar Nagar Canara Bank Layout,-,-,-,-,30000,30000,13.0704,77.5772
717,Sai Colony,-,-,13000,13000,-,-,13.0024,77.7545
718,Sampangiram Nagar,12500,12500,18000,18000,-,-,12.9937,77.5747
719,Saraipalya,10000,10000,-,-,-,-,13.0518,77.6275
720,Sarvabhouma Nagar,-,-,14000,14000,-,-,12.9139,77.5516
721,Sathya Sai Layout,15000,15000,-,-,-,-,12.9733,77.7524
722,SBM Colony,-,-,11000,11000,-,-,13.0363,77.5559
723,Sector 4,9500,9500,31000,31000,-,-,12.962,77.6923
724,Shakthi Ganapathi Nagar,11000,11000,12000,12000,-,-,12.9923,77.5372
725,Shanthi Nagar,12000,12000,-,-,-,-,12.8486,77.6837
726,Siddaramana Dinne,12000,12000,-,-,-,-,12.9866,77.5576
727,Singasandra AECS Layout A Block,12000,12000,16000,16000,-,-,12.881,77.6522
728,Sri Ananth Nagar,-,-,14800,14800,20000,20000,12.8343,77.6958
729,ST Bed Bangalore,10000,10000,-,-,-,-,12.9317,77.6357
730,Sunshine Layout,-,-,18000,18000,22000,22000,13.0244,77.698
731,T C palya,-,-,16000,16000,-,-,13.0191,77.7037
732,Tala Cauvery Layout,-,-,17000,17000,-,-,12.9674,77.6797
733,Thathaguni,-,-,6000,6000,-,-,12.8432,77.5118
734,Tigalarapalya,-,-,42000,42000,-,-,13.0168,77.4802
735,UAS Layout,-,-,"18,500 - 20,000",19250,-,-,13.0416,77.5773
736,Udayanagar Extension,8000,8000,18000,18000,-,-,12.9901,77.6714
737,University Campus,5500,5500,13000,13000,-,-,12.9504,77.5022
738,V S Reddy Colony,4800,4800,22100,22100,-,-,12.9908,77.7638
739,Vignana Kendra,-,-,22000,22000,-,-,13.0797,77.5808
740,Vignana Nagar Bengaluru,-,-,15500,15500,-,-,12.9745,77.6806
741,Vinayak Nagar,-,-,24000,24000,-,-,12.9633,77.6792
742,Viswa Vihar,-,-,18000,18000,-,-,12.9831,77.6608
743,Viveka Nagar,-,-,12000,12000,-,-,12.9545,77.6191
744,West of Chord Road,16000,16000,-,-,-,-,12.9994,77.5455
745,Yarandahalli,-,-,9750,9750,-,-,12.8112,77.6694
746,Yediyur,7500,7500,20000,20000,-,-,12.9312,77.5723
747,Yelanahalli,15000,15000,-,-,-,-,12.8594,77.6149
748,Yellama Layout,-,-,18000,18000,-,-,12.8755,77.6505
749,1st Stage Indira Nagar,-,-,-,-,60000,60000,12.9801,77.6429
750,2nd Block HRBR Layout HRBR Layout,16000,16000,-,-,-,-,13.0198,77.6413
751,2nd Block Rajajinagar,5000,5000,-,-,-,-,12.9925,77.5554
752,2nd Stage,7000,7000,-,-,-,-,12.9083,77.6051
753,2nd Stage Vijayanagar,10200,10200,-,-,-,-,12.9637,77.5274
754,3rd Block,-,-,17500,17500,-,-,12.9329,77.5839
755,3rd Stage BEML Layout,-,-,-,-,22400,22400,12.9169,77.5175
756,4th Block,-,-,22000,22000,-,-,12.9259,77.583
757,7th Block Koramangala,18000,18000,-,-,-,-,12.9363,77.6128
758,Abbaappa Layout,10000,10000,-,-,-,-,12.9073,77.6053
759,AECS Layout E Block Bangalore,16000,16000,-,-,-,-,12.9624,77.7145
760,Agrahara Dasarahalli,7500,7500,-,-,-,-,12.9811,77.5438
761,Akash Nagar,-,-,24000,24000,-,-,12.9917,77.6787
762,Akashnagar B Narayanapura,-,-,-,-,21500,21500,12.9917,77.6787
763,Akshaya Residency,16300,16300,-,-,-,-,12.8718,77.6228
764,Alfa Garden Layout,-,-,18000,18000,-,-,13.0059,77.7215
765,Amar Regency Layout,-,-,-,-,29000,29000,13.0238,77.6595
766,Ananda Nagar,-,-,15000,15000,-,-,13.0313,77.5913
767,Anepalya,-,-,15500,15500,-,-,12.9503,77.6114
768,Ankappa Layout,25200,25200,-,-,-,-,12.9105,77.553
769,Appajipura,7500,7500,-,-,-,-,13.0034,77.7895
770,Araka Mico Layout,15000,15000,-,-,-,-,12.8885,77.5945
771,Arakere MICO Layout,-,-,-,-,38000,38000,12.8875,77.5924
772,Atmananda Colony RT Nagar,-,-,19000,19000,-,-,13.0265,77.6017
773,Ayappa Nagar,-,-,14000,14000,-,-,12.9998,77.7152
774,Azad Nagar,10000,10000,-,-,-,-,12.9554,77.5548
775,Banashankari 6th Stage 3rd Block Bangalore,-,-,9000,9000,-,-,12.8829,77.5146
776,Banashankari Stage I,-,-,-,-,26000,26000,12.9404,77.5506
777,Bandappa Garden,-,-,18000,18000,-,-,13.0344,77.5519
778,Bank Avenue Colony,-,-,18900,18900,-,-,13.0227,77.653
779,Bank Colony,-,-,15000,15000,-,-,12.8833,77.5684
780,BDA Colony,-,-,25000,25000,-,-,12.9633,77.6356
781,Begur Patel Layout,-,-,9500,9500,-,-,12.8852,77.6266
782,BEL,-,-,22000,22000,-,-,13.0734,77.5555
783,Bharath Nagar Anjana Nagar,-,-,14500,14500,-,-,12.9802,77.4982
784,Bhattarahalli Bangalore,-,-,10500,10500,-,-,13.0175,77.7108
785,Bhawani Nagar,-,-,23000,23000,-,-,12.9155,77.5661
786,BHBCS Layout,14000,14000,-,-,-,-,12.916,77.6013
787,Block 8th Koramangala,12000,12000,-,-,-,-,12.9415,77.6178
788,Bollahalli,-,-,13000,13000,-,-,13.1005,77.6427
789,Brindavan Layout,6200,6200,-,-,-,-,13.0188,77.698
790,BTM Layout 1,-,-,40000,40000,-,-,12.9198,77.6103
791,Byadralli,12000,12000,-,-,-,-,12.8741,77.4788
792,Chandana layout,-,-,18000,18000,-,-,12.9863,77.5082
793,Chennammana Kere,-,-,-,-,21000,21000,12.9279,77.5555
794,Chikkanna Layout,-,-,-,-,65000,65000,13.0393,77.64
795,Chola Nagar,-,-,8500,8500,-,-,13.0342,77.5927
796,Cholur Palya,15000,15000,-,-,-,-,12.9721,77.549
797,Choudadenahalli,-,-,-,-,36000,36000,12.8856,77.7582
798,Defence Enclave,-,-,15500,15500,-,-,13.0496,77.6165
799,Doctors Layout,-,-,24000,24000,-,-,12.8964,77.6132
800,Doddabanahalli,-,-,-,-,15000,15000,13.0265,77.7409
801,Doddakammanahalli,-,-,-,-,20000,20000,12.8497,77.5999
802,Dollars Colony Stage 2,-,-,30000,30000,-,-,12.9071,77.6025
803,Ejipura ST Bed,13000,13000,-,-,-,-,12.9317,77.6357
804,Electronic City Doddanagamangala Village,-,-,-,-,33000,33000,12.867,77.6618
805,Elita Promenade,-,-,35000,35000,-,-,12.8931,77.5795
806,Excise Colony,-,-,-,-,35000,35000,13.0393,77.5813
807,Ganga Nagar Extension,-,-,20000,20000,-,-,13.0198,77.587
808,Gangamma Circle,-,-,-,-,22000,22000,13.0567,77.5467
809,Gattigere,-,-,12000,12000,-,-,12.9201,77.5261
810,Gaurav Nagar Phase 7,-,-,14000,14000,-,-,12.8866,77.5784
811,Gayathri Nagar,-,-,14000,14000,-,-,13.0007,77.5576
812,Gayatrinagar,-,-,-,-,30000,30000,13.0007,77.5576
813,Geddalahalii,14000,14000,-,-,-,-,13.0292,77.5756
814,GKVK,-,-,-,-,30000,30000,13.0797,77.5808
815,Gopalkrishna Nagar,-,-,30000,30000,-,-,12.9927,77.7588
816,Govindrajanagar,-,-,8000,8000,-,-,12.9763,77.5354
817,Gublala,-,-,11000,11000,-,-,12.8871,77.5433
818,Guniagrahara,-,-,7000,7000,-,-,13.0922,77.5204
819,Gururaja Layout,-,-,-,-,32900,32900,12.969,77.6933
820,HAL 2nd stage,13000,13000,-,-,-,-,12.9673,77.6433
821,HAL 3rd Stage Bangalore,-,-,-,-,80000,80000,12.9683,77.6503
822,Hanumannath Nagar,-,-,-,-,32000,32000,12.9425,77.5626
823,Harsha Layout,-,-,10000,10000,-,-,12.9176,77.4881
824,HBR Layout 2nd Block Stage 1,-,-,-,-,27000,27000,13.0232,77.6286
825,Hebbagodi,6000,6000,-,-,-,-,12.8257,77.678
826,Hebbal Bangalore,9500,9500,-,-,-,-,13.0354,77.5988
827,Heelalige,-,-,17000,17000,-,-,12.8186,77.7066
828,Hennur Road Banasawadi Road HRBR Layout,-,-,-,-,37000,37000,13.0249,77.6343
829,Hiremath Layout,-,-,13500,13500,-,-,13.0477,77.643
830,Hoshalli Extension,8000,8000,-,-,-,-,12.9718,77.5433
831,HSR Layout 2nd sector Banglor,7000,7000,-,-,-,-,12.908,77.6516
832,IAS Colony,21000,21000,-,-,-,-,12.9117,77.6108
833,II Stage HAL Indira Nagar,-,-,-,-,40000,40000,12.9673,77.6433
834,Immadihalli Main Road,-,-,14000,14000,-,-,12.9698,77.75
835,Indradhanush Layout,10000,10000,-,-,-,-,13.0635,77.6511
836,Indraprastha Spiritual Colony,-,-,-,-,22000,22000,12.858,77.5961
837,Jagadish Nagar,-,-,26000,26000,-,-,12.9685,77.664
838,Jagajeevan Ram Nagar,-,-,35000,35000,-,-,12.9656,77.5507
839,Janashakthi Nagar,9000,9000,-,-,-,-,12.9847,77.4562
840,Jaya Chamarajendra Nagar,-,-,17000,17000,-,-,13.0082,77.5949
841,Jinkethimmanahalli,-,-,13000,13000,-,-,13.028,77.6838
842,Jyothi Nagar,-,-,7500,7500,-,-,12.9629,77.6672
843,K R Garden,15600,15600,-,-,-,-,12.9542,77.6561
844,Kalappa Layout,-,-,18000,18000,-,-,12.9677,77.6869
845,Kallumantapa,-,-,16000,16000,-,-,13.0191,77.6601
846,Kathriguppe Banashankari 3rd Stage,-,-,15000,15000,-,-,12.9294,77.5569
847,Katriguppa Main Road,9000,9000,-,-,-,-,12.9255,77.5468
848,Kaval Bairasandra,-,-,-,-,25000,25000,13.0237,77.608
849,Kaverappa Layout,12000,12000,-,-,-,-,12.934,77.698
850,Kempapura,-,-,23400,23400,-,-,13.0529,77.6015
851,Kempe Gowda Nagar,-,-,-,-,22000,22000,12.9473,77.5634
852,KHB Colony Extension,-,-,5000,5000,-,-,13.0279,77.6085
853,Kodichikknahalli Lake City,-,-,16000,16000,-,-,12.8998,77.6171
854,Koramangala 5th Block,32000,32000,-,-,-,-,12.9352,77.62
855,Koramangala Jakkasandra,13000,13000,-,-,-,-,12.9234,77.6386
856,Krishna Reddy Layout,-,-,35000,35000,-,-,12.9545,77.64
857,Kudremukh Colony,-,-,20000,20000,-,-,12.9244,77.626
858,Kumaraswamy Layout II Stage,-,-,9000,9000,-,-,12.9027,77.5598
859,Kuvempu Layout,-,-,18999,18999,-,-,13.0651,77.6531
860,Lakkanna Compound,14000,14000,-,-,-,-,12.8932,77.5725
861,Lakshmamma Layout,-,-,21000,21000,-,-,13.0134,77.6556
862,Lakshminarayana Pura,10500,10500,-,-,-,-,12.9578,77.713
863,LB Shastri Nagar,8000,8000,-,-,-,-,12.9671,77.6705
864,Lingarajasagara,-,-,12000,12000,-,-,13.1112,77.5032
865,LN Puram,8000,8000,-,-,-,-,12.9942,77.5631
866,Lords Steps Layout,-,-,18000,18000,-,-,12.9308,77.7119
867,Lottegolla Halli,-,-,15500,15500,-,-,13.0457,77.567
868,M.C.Layout,15500,15500,-,-,-,-,12.9763,77.5395
869,Madava Upanagara,10000,10000,-,-,-,-,12.9663,77.5311
870,Madiwala,-,-,17000,17000,-,-,12.9226,77.6174
871,Mahalakshmipuram Layout,-,-,-,-,30000,30000,13.0146,77.5514
872,Manchapanahalli,14000,14000,-,-,-,-,13.1388,77.7237
873,Manjunatha Nagar,-,-,20000,20000,-,-,12.9818,77.5575
874,Manorayana Palya,-,-,14500,14500,-,-,13.0302,77.6041
875,Manyata Residency Bengaluru,-,-,-,-,34000,34000,13.0541,77.6228
876,Mariyannapalya,-,-,-,-,18000,18000,13.0538,77.6074
877,Marthi Nagar,-,-,14500,14500,-,-,12.925,77.6128
878,MRCR Layout,-,-,10000,10000,-,-,12.9703,77.5351
879,Mudalapalya,60000,60000,-,-,-,-,12.9722,77.5234
880,Munivenkatppa Layout,-,-,20000,20000,-,-,12.9048,77.6042
881,Muthurayya Swamy Layout,16000,16000,-,-,-,-,12.875,77.6013
882,Nagarabhavi 1st Stage,-,-,12500,12500,-,-,12.9532,77.5223
883,Narayana Reddy Layout,16500,16500,-,-,-,-,12.8503,77.6717
884,Nataraja Layout,-,-,15000,15000,-,-,12.8898,77.5856
885,Navaratan Gardens,-,-,-,-,25000,25000,12.882,77.5548
886,New Bank Colony,18000,18000,-,-,-,-,12.8833,77.5684
887,Nrupatunga Nagar,-,-,16600,16600,-,-,12.9572,77.5104
888,Palm Kingdom Layout,8000,8000,-,-,-,-,13.0296,77.7185
889,Pampa Extension,-,-,18000,18000,-,-,13.0515,77.5999
890,Parijatha Layout,-,-,-,-,15000,15000,13.0601,77.7924
891,Patel Narayanswamy Layout,13500,13500,-,-,-,-,12.9537,77.7314
892,Pattegarhpalya,10000,10000,-,-,-,-,12.9775,77.5229
893,Platinum City Bangalore,-,-,32000,32000,-,-,13.037,77.5326
894,Pragathi Layout,-,-,16000,16000,-,-,12.9737,77.6941
895,Prashant Nagar,-,-,14000,14000,-,-,12.979,77.5326
896,Prashanth Nagar,-,-,-,-,90000,90000,12.979,77.5326
897,Pulikeshi Nagar,17000,17000,-,-,-,-,12.997,77.6144
898,Puttenahalli Phase 7,12500,12500,-,-,-,-,12.8938,77.5813
899,Ragavendra Nagar,5500,5500,-,-,-,-,13.0115,77.4888
900,rajajinagar,-,-,35000,35000,-,-,12.9982,77.553
901,Rajajinagar 5th Block,-,-,-,-,23000,23000,12.9854,77.5504
902,Rajanna Layout,-,-,16000,16000,-,-,13.0407,77.6547
903,Rajiv Gandhi Layout,5000,5000,-,-,-,-,13.0336,77.5972
904,Ramanashree Enclave,12700,12700,-,-,-,-,12.9008,77.6085
905,Ramanjaneya Nagar,-,-,8500,8500,-,-,12.9113,77.5452
906,Ranganatha Layout,12000,12000,-,-,-,-,12.988,77.6853
907,Ravindra Nagar,-,-,25000,25000,-,-,13.0529,77.5193
908,Sai Gardens,13000,13000,-,-,-,-,13.013,77.7552
909,Sai Sree Layout,-,-,-,-,25000,25000,12.8759,77.6636
910,Sarathynagar,-,-,-,-,28000,28000,12.8747,77.5723
911,Shankarappa Layout,7199,7199,-,-,-,-,12.8597,77.6733
912,Shanthi Pura,9000,9000,-,-,-,-,12.8486,77.6837
913,Shastri Nagar,-,-,8500,8500,-,-,12.9323,77.5733
914,Shirdi Sai Nagar Bangalore,-,-,15050,15050,-,-,13.0686,77.6389
915,Shreyas Colony,-,-,17000,17000,-,-,12.8815,77.5762
916,Sidhi Vinayaka Layout,-,-,-,-,14000,14000,13.0361,77.5802
917,Silicon Enclave Residential Layout,9400,9400,-,-,-,-,12.8804,77.5698
918,Silk Board,8000,8000,-,-,-,-,12.9177,77.6238
919,Sindhi Colony,-,-,32000,32000,-,-,12.9916,77.6171
920,Singapura Village,-,-,10000,10000,-,-,13.0807,77.5363
921,Someshvarapura Layout,13500,13500,-,-,-,-,12.9697,77.6314
922,Sonnenahalli,-,-,14000,14000,-,-,13.015,77.7381
923,Spice Garden Road,8500,8500,-,-,-,-,12.958,77.7089
924,Sri Nivasa Reddy Layout,-,-,32000,32000,-,-,12.965,77.7116
925,Srinivas nagar,-,-,16000,16000,-,-,12.9356,77.5548
926,Srinivasan Layout,-,-,17000,17000,-,-,12.9187,77.5397
927,SSI Industrial Area,11000,11000,-,-,-,-,12.9813,77.558
928,Stage 1,11235,11235,-,-,-,-,12.98,77.64
929,Subbannaiah Palya,-,-,17000,17000,-,-,13.0096,77.6386
930,Subbannayapalya,-,-,-,-,20000,20000,13.0109,77.6439
931,Suddaguntapalya,9000,9000,-,-,-,-,12.9828,77.655
932,Suncity BSM Extension,-,-,12000,12000,-,-,12.9148,77.4745
933,SVGNSS Layout,-,-,15000,15000,-,-,12.9959,77.5372
934,Syndicate Bank Colony,9500,9500,-,-,-,-,12.8839,77.5952
935,Tech City Layout,-,-,18000,18000,-,-,12.8459,77.649
936,Thigalarapalya,-,-,38000,38000,-,-,13.0168,77.4802
937,Upkar Layout,-,-,24200,24200,-,-,12.964,77.4838
938,V V Puram,-,-,-,-,22500,22500,12.9537,77.5777
939,Vagdevi Layout,12000,12000,-,-,-,-,12.9469,77.7123
940,Veerannapalya,10000,10000,-,-,-,-,13.0412,77.6124
941,Venkatadri Layout,-,-,-,-,30500,30500,12.8977,77.5967
942,Vijayarangam Layout,-,-,31000,31000,-,-,12.9363,77.5766
943,Vinayaka Nagar,-,-,23000,23000,-,-,12.9633,77.6792
944,Vivek Nagar,10000,10000,-,-,-,-,12.9545,77.6191
945,Vivekananda Colony,-,-,20000,20000,-,-,12.9119,77.5722
946,Wajid Layout,-,-,16900,16900,-,-,13.0606,77.6344
947,Whitefield Hagadur,16000,16000,-,-,-,-,12.9649,77.7573
948,Yalappa Garden,-,-,22000,22000,-,-,13.0008,77.5727
949,Yelahanka 4th Phase Bangalore,-,-,11000,11000,-,-,13.1052,77.5714
950,Whitefield,"6,000 - 25,000",11192.86,"12,000 - 25,000",17375,"30,000 - 49,000",39500,12.9698,77.75
951,Anekal City,6300,6300,10000,10000,-,-,12.7105,77.6911
952,Jigani,"5,800 - 10,500",7466.67,14000,14000,11000,11000,12.7791,77.6436
953,Yelahanka,"6,500 - 18,000",10500,"10,000 - 15,000",11500,18500,18500,13.1186,77.5975
954,Horamavu,"5,000 - 23,000",10415.63,"10,000 - 20,000",15535.71,"15,000 - 42,000",23700,13.0326,77.6583
955,Whitefield Hope Farm Junction,"14,800 - 21,000",15914.29,18000,18000,"55,000 - 2 L",127500,12.9838,77.7525
956,Electronic City Phase 1,"5,000 - 11,000",7570.14,5000,5000,"32,000 - 37,000",35000,12.8431,77.6565
957,Chandapura,4500,4500,"8,000 - 12,000",9666.67,7000,7000,12.8005,77.7139
958,Bellandur,13500,13500,"20,000 - 38,000",28884.62,30000,30000,12.9304,77.6784
959,Devanahalli,"13,000 - 40,000",26500,"12,000 - 22,000",16600,"45,000 - 60,000",49000,13.1508,77.7088
960,Electronic City Phase 2,"5,000 - 10,500",8296.88,16750,16750,"15,000 - 28,000",22730.77,12.8441,77.6794
961,KR Puram,"3,000 - 20,000",9728,"10,000 - 22,800",13453.33,14000,14000,13.017,77.7044
962,Harlur,"10,000 - 20,000",14750,18000,18000,33000,33000,12.9017,77.6605
963,Budigere Cross,15000,15000,"18,000 - 23,000",20333.33,"20,000 - 80,000",32571.43,13.0638,77.7456
964,Varthur,"6,000 - 16,000",9690,"9,500 - 18,000",12900,"28,000 - 75,000",48333.33,12.9389,77.7412
965,Jakkur,"8,500 - 9,500",9000,"12,000 - 20,000",16000,"25,000 - 30,000",27500,13.0631,77.6207
966,Talaghattapura,-,-,"12,000 - 21,000",16400,18000,18000,12.8691,77.5342
967,Rajarajeshwari Nagar,"6,000 - 15,000",10050,"15,000 - 22,000",18000,"15,000 - 20,000",17500,12.9149,77.5206
968,Hoskote,"9,000 - 11,000",10000,"13,500 - 16,500",15000,"9,000 - 18,000",15000,13.0693,77.7982
969,Marathahalli,"5,500 - 15,000",11187.5,"12,000 - 23,000",18666.67,33000,33000,12.9569,77.7011
970,Uttarahalli,-,-,12000,12000,"19,000 - 28,000",23666.67,12.907,77.5521
971,Rajaji Nagar,"9,500 - 14,000",11500,"10,000 - 1.1 L",56717.95,22500,22500,12.9982,77.553
972,Banaswadi,"5,000 - 18,000",13509.09,"15,000 - 28,000",19500,"24,000 - 35,000",30500,13.0104,77.6482
973,Sarjapur,"10,000 - 13,500",11375,"10,000 - 30,000",15250,"20,000 - 30,000",24000,12.8549,77.7881
974,Thanisandra,"7,500 - 8,500",8000,"14,000 - 25,500",19125,22000,22000,13.0559,77.6325
975,Koramangala,"7,500 - 28,000",14181.82,"15,000 - 50,000",25909.09,"25,000 - 4 L",108000,12.9352,77.6244
976,Bommasandra,"8,500 - 9,000",8750,"6,500 - 12,000",8200,"17,000 - 30,000",21909.09,12.8167,77.6974
977,HSR Layout,"7,000 - 30,000",17583.33,"18,500 - 28,000",24450,50000,50000,12.9121,77.6446
978,Mahadevapura,"5,000 - 17,000",10500,"9,500 - 22,000",16333.33,28000,28000,12.988,77.6895
979,Horamavu Agara,11800,11800,17800,17800,20800,20800,13.0411,77.6622
980,Begur,"5,500 - 12,000",8285.71,"12,000 - 14,000",13250,16000,16000,12.8788,77.6377
981,Hebbal,"6,000 - 16,000",1183.33,"10,000 - 40,000",16875,40000,40000,13.0354,77.5988
982,Yelahanka New Town,"5,000 - 16,000",9700,"10,500 - 20,000",14125,"16,000 - 25,000",20500,13.1042,77.5713
